-548,-441,332,-598.5,0,0
-533,-441,326,-598.5,0,0
-518,-441,319,-598.5,0,0
-503,-441,311,-598.5,0,0
-489,-441,302,-598.5,0,0
-474,-441,292,-598.5,0,0
-459,-441,281,-598.5,0,0
-445,-441,270,-598.5,0,1
-430,-441,257,-598.5,0,1
-409,-441,244,-598.5,0,1
-387,-441,230,-598.5,0,1
-366,-441,215,-598.5,0,1
-345,-441,199,-598.5,0,1
-323,-441,182,-598.5,0,1
-302,-441,164,-598.5,0,1
-280,-441,145,-598.5,0,1
-259,-441,126,-598.5,0,1
-238,-441,105,-598.5,0,0
-216,-441,84,-598.5,0,0
-202,-441,62,-598.5,0,1
-187,-441,39,-598.5,0,1
-166,-441,15,-598.5,1,1
-144,-441,-18,-598.5,1,1
-123,-441,-48,-598.5,1,1
-101,-441,-54,-598.5,1,1
-80,-441,-60,-598.5,1,1
-59,-441,-64,-598.5,1,1
-37,-441,-68,-598.5,1,1
-16,-441,-71,-598.5,1,1
5,-441,-72,-598.5,1,0
27,-441,-73,-598.5,1,0
41,-441,-74,-598.5,1,0
56,-441,-73,-598.5,1,0
71,-441,-71,-598.5,1,0
86,-441,-69,-598.5,1,0
100,-441,-65,-598.5,1,0
115,-441,-61,-598.5,1,0
130,-441,-56,-598.5,1,0
144,-441,-49,-598.5,1,0
159,-441,-42,-598.5,0,0
183,-441,-32,-598.5,0,0
-650,-606,351,-537,0,0
-650,-606,350,-537,0,0
-630,-606,351,-537,0,0
-610,-606,350,-537,0,0
-590,-606,348,-537,0,0
-570,-606,345,-537,0,0
-549,-606,342,-537,0,0
-529,-606,337,-537,0,1
-509,-606,332,-537,0,1
-482,-606,326,-537,0,1
-455,-606,319,-537,0,1
-428,-606,311,-537,0,1
-402,-606,302,-537,0,1
-375,-606,292,-537,0,1
-348,-606,281,-537,0,1
-321,-606,270,-537,0,1
-294,-606,257,-537,0,0
-267,-606,244,-537,0,0
-247,-606,230,-537,0,0
-227,-606,215,-537,0,1
-207,-606,199,-537,0,1
-180,-606,182,-537,0,1
-153,-606,164,-537,1,1
-126,-606,137,-537,1,1
-99,-606,110,-537,1,1
-72,-606,84,-537,1,1
-45,-606,57,-537,1,1
-19,-606,30,-537,1,1
8,-606,3,-537,1,1
35,-606,-24,-537,1,1
62,-606,-50,-537,1,1